OID_,MODE,NAMEID,NAME,OPERATOR,DIST,PK_HEADWAY,OK_HEADWAY,PK_TIME,OK_TIME,PK_D4_BRDA,PK_W4_BRDA,PK_4_XITB,PK_D5_BRDA,PK_W5_BRDA,PK_5_XITB,PK_D6_BRDA,PK_W6_BRDA,PK_6_XITB,PK_D7_BRDA,PK_W7_BRDA,PK_7_XITB,PK_D8_BRDA,PK_W8_BRDA,PK_8_XITB,PK_D9_BRDA,PK_W9_BRDA,PK_9_XITB,PK_D_BRDA,PK_W_BRDA,PK_BRDA,PK_XITB,OK_D4_BRDA,OK_W4_BRDA,OK_4_XITB,OK_D5_BRDA,OK_W5_BRDA,OK_5_XITB,OK_D6_BRDA,OK_W6_BRDA,OK_6_XITB,OK_D7_BRDA,OK_W7_BRDA,OK_7_XITB,OK_D8_BRDA,OK_W8_BRDA,OK_8_XITB,OK_D9_BRDA,OK_W9_BRDA,OK_9_XITB,OK_D_BRDA,OK_W_BRDA,OK_BRDA,OK_XITB,DY_D4_BRDA,DY_W4_BRDA,DY_4_XITB,DY_D5_BRDA,DY_W5_BRDA,DY_5_XITB,DY_D6_BRDA,DY_W6_BRDA,DY_6_XITB,DY_D7_BRDA,DY_W7_BRDA,DY_7_XITB,DY_D8_BRDA,DY_W8_BRDA,DY_8_XITB,DY_D9_BRDA,DY_W9_BRDA,DY_9_XITB,DY_D_BRDA,DY_W_BRDA,DY_BRDA,DY_XITB
,4,1.0000000,D460,0.000000000000000,24.3999996,60,0,93.5899963,81.9199982,27.7000008,76.0500031,103.7500000,0.0000000,0.0000000,0.0000000,0.0100000,1.2200000,1.2300000,0.2100000,21.2800007,21.4899998,1.4000000,25.3700008,26.7700005,0.0000000,0.0000000,0.0000000,29.3199997,123.9199982,153.2400055,153.2400055,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,27.7000008,76.0500031,103.7500000,0.0000000,0.0000000,0.0000000,0.0100000,1.2200000,1.2300000,0.2100000,21.2800007,21.4899998,1.4000000,25.3700008,26.7700005,0.0000000,0.0000000,0.0000000,29.3199997,123.9199982,153.2400055,153.2400055
,4,2.0000000,D461,0.000000000000000,38.7400017,30,0,140.6699982,128.5399933,1.2900000,154.4299927,155.7200012,0.0000000,0.0000000,0.0000000,0.0100000,1.2200000,1.2300000,0.2800000,29.7999992,30.0799999,13.6000004,144.6699982,158.2700043,0.0000000,0.0000000,0.0000000,15.1800003,330.1199951,345.2999878,345.2999878,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.2900000,154.4299927,155.7200012,0.0000000,0.0000000,0.0000000,0.0100000,1.2200000,1.2300000,0.2800000,29.7999992,30.0799999,13.6000004,144.6699982,158.2700043,0.0000000,0.0000000,0.0000000,15.1800003,330.1199951,345.2999878,345.2999878
,4,3.0000000,D462,0.000000000000000,23.4400005,40,0,86.6800003,74.9800034,0.0200000,75.3199997,75.3399963,0.0000000,0.0000000,0.0000000,0.1100000,0.9800000,1.0900000,0.2400000,37.1500015,37.3899994,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.3700000,113.4499969,113.8199997,113.8199997,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0200000,75.3199997,75.3399963,0.0000000,0.0000000,0.0000000,0.1100000,0.9800000,1.0900000,0.2400000,37.1500015,37.3899994,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.3700000,113.4499969,113.8199997,113.8199997
,4,4.0000000,FD605,0.000000000000000,7.9800000,30,30,27.5100002,27.9300003,0.4400000,32.8300018,33.2700005,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,14.2399998,75.4800034,89.7200012,0.0000000,0.0000000,0.0000000,14.6800003,108.3099976,122.9899979,122.9899979,0.4600000,51.6699982,52.1300011,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.6000000,27.1399994,28.7399998,0.0000000,0.0000000,0.0000000,2.0599999,78.8099976,80.8700027,80.8700027,0.9000000,84.5000000,85.4000015,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,15.8400002,102.6200027,118.4599991,0.0000000,0.0000000,0.0000000,16.7399998,187.1199951,203.8600006,203.8600006
,4,4.0999999,FD605-,0.000000000000000,7.9800000,30,30,28.6399994,27.9500008,0.4900000,25.6100006,26.1000004,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,65.2099991,65.2099991,0.0000000,0.0000000,0.0000000,0.4900000,90.8199997,91.3099976,91.3099976,0.4700000,48.4399986,48.9099998,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.4299999,1.4299999,0.0000000,0.0000000,0.0000000,0.4700000,49.8699989,50.3400002,50.3400002,0.9600000,74.0500031,75.0100021,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,66.6399994,66.6399994,0.0000000,0.0000000,0.0000000,0.9600000,140.6900024,141.6499939,141.6499939
,4,5.0000000,M805_Santaquin,0.000000000000000,61.6699982,45,60,92.8899994,88.7200012,70.0899963,157.1499939,227.2400055,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.9700000,67.4899979,68.4599991,0.0200000,14.2600002,14.2799997,71.0800018,238.8999939,309.9800110,309.9800110,5.5799999,36.6699982,42.2500000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.4100000,37.8300018,38.2400017,0.0100000,15.8100004,15.8199997,6.0000000,90.3099976,96.3099976,96.3099976,75.6699982,193.8200073,269.4899902,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.3800000,105.3199997,106.6999969,0.0300000,30.0699997,30.1000004,77.0800018,329.2099915,406.2900085,406.2900085
,4,6.0000000,M806_EglMtn,0.000000000000000,28.3199997,45,0,60.3199997,53.6699982,29.9099998,86.9400024,116.8499985,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,65.9499969,65.9499969,0.0000000,11.6499996,11.6499996,29.9099998,164.5399933,194.4499969,194.4499969,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,29.9099998,86.9400024,116.8499985,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,65.9499969,65.9499969,0.0000000,11.6499996,11.6499996,29.9099998,164.5399933,194.4499969,194.4499969
,4,7.0000000,M807_NoCnty,0.000000000000000,21.6100006,30,0,67.3199997,65.8700027,73.5999985,216.3699951,289.9700012,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.4100000,5.0000000,6.4099998,0.0000000,19.7999992,19.7999992,75.0100021,241.1699982,316.1799927,316.1799927,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,73.5999985,216.3699951,289.9700012,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.4100000,5.0000000,6.4099998,0.0000000,19.7999992,19.7999992,75.0100021,241.1699982,316.1799927,316.1799927
,4,8.0000000,M809_AM-PG,0.000000000000000,6.2300000,30,0,21.9200001,21.5900002,1.5300000,15.6199999,17.1499996,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.4600000,8.2500000,8.7100000,0.0000000,0.0000000,0.0000000,1.9900000,23.8700008,25.8600006,25.8600006,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.5300000,15.6199999,17.1499996,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.4600000,8.2500000,8.7100000,0.0000000,0.0000000,0.0000000,1.9900000,23.8700008,25.8600006,25.8600006
,4,9.0000000,M821_Psn,0.000000000000000,21.5599995,30,60,62.1699982,59.2599983,10.7900000,88.6299973,99.4199982,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,176.8399963,176.8399963,0.0000000,23.2700005,23.2700005,10.7900000,288.7399902,299.5299988,299.5299988,6.4099998,121.3000031,127.7099991,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,113.3499985,113.3499985,0.0000000,52.5400009,52.5400009,6.4099998,287.1900024,293.6000061,293.6000061,17.2000008,209.9299927,227.1300049,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,290.1900024,290.1900024,0.0000000,75.8099976,75.8099976,17.2000008,575.9299927,593.1300049,593.1300049
