Service,Route,DirName,FX_DirNum,Sequence,Station,StopID,TimePeriod, AvgDailyBoardings , AvgDailyAlightings 
SAT,701,TO DRAPER      ,0,15,Murray Central Station,18394,3-PM Peak, 52 , 114 
SAT,701,TO DRAPER      ,0,15,Murray Central Station,18394,4-Evening, 31 , 88 
SAT,701,TO DRAPER      ,0,16,Fashion Place West Station,18396,1-AM Peak, 42 , 27 
SAT,701,TO DRAPER      ,0,16,Fashion Place West Station,18396,2-Midday, 91 , 109 
SAT,701,TO DRAPER      ,0,16,Fashion Place West Station,18396,3-PM Peak, 60 , 71 
SAT,701,TO DRAPER      ,0,16,Fashion Place West Station,18396,4-Evening, 36 , 49 
SAT,701,TO DRAPER      ,0,17,Midvale Fort Union Station,18398,1-AM Peak, 18 , 50 
SAT,701,TO DRAPER      ,0,17,Midvale Fort Union Station,18398,2-Midday, 40 , 125 
SAT,701,TO DRAPER      ,0,17,Midvale Fort Union Station,18398,3-PM Peak, 28 , 76 
SAT,701,TO DRAPER      ,0,17,Midvale Fort Union Station,18398,4-Evening, 15 , 49 
SAT,701,TO DRAPER      ,0,18,Midvale Center Station,18400,1-AM Peak, 15 , 26 
SAT,701,TO DRAPER      ,0,18,Midvale Center Station,18400,2-Midday, 23 , 95 
SAT,701,TO DRAPER      ,0,18,Midvale Center Station,18400,3-PM Peak, 13 , 60 
SAT,701,TO DRAPER      ,0,18,Midvale Center Station,18400,4-Evening, 6 , 36 
SAT,701,TO DRAPER      ,0,19,Historic Sandy Staion,18402,1-AM Peak, 12 , 35 
SAT,701,TO DRAPER      ,0,19,Historic Sandy Staion,18402,2-Midday, 22 , 96 
SAT,701,TO DRAPER      ,0,19,Historic Sandy Staion,18402,3-PM Peak, 12 , 87 
SAT,701,TO DRAPER      ,0,19,Historic Sandy Staion,18402,4-Evening, 7 , 66 
SAT,701,TO DRAPER      ,0,20,Sandy Expo Station,21226,1-AM Peak, 3 , 28 
SAT,701,TO DRAPER      ,0,20,Sandy Expo Station,21226,2-Midday, 8 , 53 
SAT,701,TO DRAPER      ,0,20,Sandy Expo Station,21226,3-PM Peak, 6 , 38 
SAT,701,TO DRAPER      ,0,20,Sandy Expo Station,21226,4-Evening, 4 , 22 
SAT,701,TO DRAPER      ,0,21,Sandy Civic Center Station,18404,1-AM Peak, 4 , 30 
SAT,701,TO DRAPER      ,0,21,Sandy Civic Center Station,18404,2-Midday, 11 , 84 
SAT,701,TO DRAPER      ,0,21,Sandy Civic Center Station,18404,3-PM Peak, 6 , 55 
SAT,701,TO DRAPER      ,0,21,Sandy Civic Center Station,18404,4-Evening, 4 , 32 
SAT,701,TO DRAPER      ,0,22,Crescent View Station,23319,1-AM Peak, 2 , 15 
SAT,701,TO DRAPER      ,0,22,Crescent View Station,23319,2-Midday, 4 , 60 
SAT,701,TO DRAPER      ,0,22,Crescent View Station,23319,3-PM Peak, 4 , 49 
SAT,701,TO DRAPER      ,0,22,Crescent View Station,23319,4-Evening, 3 , 39 
SAT,701,TO DRAPER      ,0,23,Kimballs Lane Station,23321,1-AM Peak, 1 , 14 
SAT,701,TO DRAPER      ,0,23,Kimballs Lane Station,23321,2-Midday, 4 , 35 
SAT,701,TO DRAPER      ,0,23,Kimballs Lane Station,23321,3-PM Peak, 3 , 31 
SAT,701,TO DRAPER      ,0,23,Kimballs Lane Station,23321,4-Evening, 1 , 20 
SAT,701,TO DRAPER      ,0,24,Draper Town Center,23323,1-AM Peak, -   , 62 
SAT,701,TO DRAPER      ,0,24,Draper Town Center,23323,2-Midday, 0 , 120 
SAT,701,TO DRAPER      ,0,24,Draper Town Center,23323,3-PM Peak, -   , 70 
SAT,701,TO DRAPER      ,0,24,Draper Town Center,23323,4-Evening, 0 , 42 
SAT,701,TO SALT LAKE CT,1,1,Draper Town Center,23322,1-AM Peak, 69 , 9 
SAT,701,TO SALT LAKE CT,1,1,Draper Town Center,23322,2-Midday, 172 , 23 
SAT,701,TO SALT LAKE CT,1,1,Draper Town Center,23322,3-PM Peak, 122 , 21 
SAT,701,TO SALT LAKE CT,1,1,Draper Town Center,23322,4-Evening, 50 , 13 
SAT,701,TO SALT LAKE CT,1,2,Kimballs Lane Station,23320,1-AM Peak, 19 , 0 
SAT,701,TO SALT LAKE CT,1,2,Kimballs Lane Station,23320,2-Midday, 47 , 3 
SAT,701,TO SALT LAKE CT,1,2,Kimballs Lane Station,23320,3-PM Peak, 38 , 2 
SAT,701,TO SALT LAKE CT,1,2,Kimballs Lane Station,23320,4-Evening, 11 , 1 
SAT,701,TO SALT LAKE CT,1,3,Crescent View Station,23318,1-AM Peak, 39 , 1 
SAT,701,TO SALT LAKE CT,1,3,Crescent View Station,23318,2-Midday, 76 , 3 
SAT,701,TO SALT LAKE CT,1,3,Crescent View Station,23318,3-PM Peak, 66 , 3 
SAT,701,TO SALT LAKE CT,1,3,Crescent View Station,23318,4-Evening, 20 , 1 
SAT,701,TO SALT LAKE CT,1,4,Sandy Civic Center Station,18403,1-AM Peak, 40 , 3 
SAT,701,TO SALT LAKE CT,1,4,Sandy Civic Center Station,18403,2-Midday, 101 , 9 
SAT,701,TO SALT LAKE CT,1,4,Sandy Civic Center Station,18403,3-PM Peak, 70 , 6 
SAT,701,TO SALT LAKE CT,1,4,Sandy Civic Center Station,18403,4-Evening, 25 , 3 
SAT,701,TO SALT LAKE CT,1,5,Sandy Expo Station,21225,1-AM Peak, 10 , 3 
SAT,701,TO SALT LAKE CT,1,5,Sandy Expo Station,21225,2-Midday, 45 , 8 
SAT,701,TO SALT LAKE CT,1,5,Sandy Expo Station,21225,3-PM Peak, 40 , 8 
SAT,701,TO SALT LAKE CT,1,5,Sandy Expo Station,21225,4-Evening, 17 , 6 
SAT,701,TO SALT LAKE CT,1,6,Historic Sandy Staion,18401,1-AM Peak, 68 , 4 
SAT,701,TO SALT LAKE CT,1,6,Historic Sandy Staion,18401,2-Midday, 128 , 20 
SAT,701,TO SALT LAKE CT,1,6,Historic Sandy Staion,18401,3-PM Peak, 109 , 13 
SAT,701,TO SALT LAKE CT,1,6,Historic Sandy Staion,18401,4-Evening, 28 , 7 
SAT,701,TO SALT LAKE CT,1,7,Midvale Center Station,18399,1-AM Peak, 54 , 5 
SAT,701,TO SALT LAKE CT,1,7,Midvale Center Station,18399,2-Midday, 113 , 21 
SAT,701,TO SALT LAKE CT,1,7,Midvale Center Station,18399,3-PM Peak, 61 , 14 
SAT,701,TO SALT LAKE CT,1,7,Midvale Center Station,18399,4-Evening, 31 , 8 
SAT,701,TO SALT LAKE CT,1,8,Midvale Fort Union Station,18397,1-AM Peak, 57 , 15 
SAT,701,TO SALT LAKE CT,1,8,Midvale Fort Union Station,18397,2-Midday, 144 , 40 
SAT,701,TO SALT LAKE CT,1,8,Midvale Fort Union Station,18397,3-PM Peak, 86 , 24 
SAT,701,TO SALT LAKE CT,1,8,Midvale Fort Union Station,18397,4-Evening, 36 , 12 
SAT,701,TO SALT LAKE CT,1,9,Fashion Place West Station,18395,1-AM Peak, 42 , 25 
SAT,701,TO SALT LAKE CT,1,9,Fashion Place West Station,18395,2-Midday, 107 , 79 
SAT,701,TO SALT LAKE CT,1,9,Fashion Place West Station,18395,3-PM Peak, 90 , 49 
SAT,701,TO SALT LAKE CT,1,9,Fashion Place West Station,18395,4-Evening, 29 , 18 
SAT,701,TO SALT LAKE CT,1,10,Murray Central Station,18393,1-AM Peak, 82 , 36 
SAT,701,TO SALT LAKE CT,1,10,Murray Central Station,18393,2-Midday, 208 , 94 
SAT,701,TO SALT LAKE CT,1,10,Murray Central Station,18393,3-PM Peak, 143 , 59 
SAT,701,TO SALT LAKE CT,1,10,Murray Central Station,18393,4-Evening, 53 , 24 
SAT,701,TO SALT LAKE CT,1,11,Murray North Station,18391,1-AM Peak, 36 , 14 
SAT,701,TO SALT LAKE CT,1,11,Murray North Station,18391,2-Midday, 95 , 35 
SAT,701,TO SALT LAKE CT,1,11,Murray North Station,18391,3-PM Peak, 60 , 27 
SAT,701,TO SALT LAKE CT,1,11,Murray North Station,18391,4-Evening, 21 , 12 
SAT,701,TO SALT LAKE CT,1,12,Meadowbrook Station,18389,1-AM Peak, 46 , 19 
SAT,701,TO SALT LAKE CT,1,12,Meadowbrook Station,18389,2-Midday, 108 , 44 
SAT,701,TO SALT LAKE CT,1,12,Meadowbrook Station,18389,3-PM Peak, 63 , 23 
SAT,701,TO SALT LAKE CT,1,12,Meadowbrook Station,18389,4-Evening, 25 , 14 
SAT,701,TO SALT LAKE CT,1,13,Millcreek Station,18387,1-AM Peak, 52 , 33 
SAT,701,TO SALT LAKE CT,1,13,Millcreek Station,18387,2-Midday, 120 , 87 
SAT,701,TO SALT LAKE CT,1,13,Millcreek Station,18387,3-PM Peak, 66 , 45 
SAT,701,TO SALT LAKE CT,1,13,Millcreek Station,18387,4-Evening, 26 , 24 
SAT,701,TO SALT LAKE CT,1,14,Central Pointe Station,18413,1-AM Peak, 57 , 68 
SAT,701,TO SALT LAKE CT,1,14,Central Pointe Station,18413,2-Midday, 150 , 150 
SAT,701,TO SALT LAKE CT,1,14,Central Pointe Station,18413,3-PM Peak, 90 , 75 
SAT,701,TO SALT LAKE CT,1,14,Central Pointe Station,18413,4-Evening, 43 , 38 
SAT,701,TO SALT LAKE CT,1,15,Ballpark Station,18411,1-AM Peak, 56 , 32 
SAT,701,TO SALT LAKE CT,1,15,Ballpark Station,18411,2-Midday, 135 , 104 
SAT,701,TO SALT LAKE CT,1,15,Ballpark Station,18411,3-PM Peak, 75 , 60 
SAT,701,TO SALT LAKE CT,1,15,Ballpark Station,18411,4-Evening, 39 , 30 
SAT,701,TO SALT LAKE CT,1,16,900 South Station,20982,1-AM Peak, 37 , 36 
SAT,701,TO SALT LAKE CT,1,16,900 South Station,20982,2-Midday, 84 , 66 
SAT,701,TO SALT LAKE CT,1,16,900 South Station,20982,3-PM Peak, 41 , 40 
SAT,701,TO SALT LAKE CT,1,16,900 South Station,20982,4-Evening, 24 , 23 
SAT,701,TO SALT LAKE CT,1,17,Courthouse Station,18409,1-AM Peak, 181 , 83 
SAT,701,TO SALT LAKE CT,1,17,Courthouse Station,18409,2-Midday, 479 , 172 
SAT,701,TO SALT LAKE CT,1,17,Courthouse Station,18409,3-PM Peak, 360 , 101 
SAT,701,TO SALT LAKE CT,1,17,Courthouse Station,18409,4-Evening, 147 , 52 
SAT,701,TO SALT LAKE CT,1,18,Gallivan Plaza Station,18415,1-AM Peak, 20 , 81 
SAT,701,TO SALT LAKE CT,1,18,Gallivan Plaza Station,18415,2-Midday, 108 , 178 
SAT,701,TO SALT LAKE CT,1,18,Gallivan Plaza Station,18415,3-PM Peak, 82 , 110 
SAT,701,TO SALT LAKE CT,1,18,Gallivan Plaza Station,18415,4-Evening, 42 , 45 
SAT,701,TO SALT LAKE CT,1,19,City Center Station,18385,1-AM Peak, 31 , 216 
SAT,701,TO SALT LAKE CT,1,19,City Center Station,18385,2-Midday, 221 , 576 
SAT,701,TO SALT LAKE CT,1,19,City Center Station,18385,3-PM Peak, 184 , 357 
SAT,701,TO SALT LAKE CT,1,19,City Center Station,18385,4-Evening, 132 , 112 
SAT,701,TO SALT LAKE CT,1,20,Temple Square Station,18407,1-AM Peak, 13 , 134 
SAT,701,TO SALT LAKE CT,1,20,Temple Square Station,18407,2-Midday, 119 , 230 
SAT,701,TO SALT LAKE CT,1,20,Temple Square Station,18407,3-PM Peak, 158 , 229 
SAT,701,TO SALT LAKE CT,1,20,Temple Square Station,18407,4-Evening, 111 , 68 
SAT,701,TO SALT LAKE CT,1,21,Arena Station,18405,1-AM Peak, 21 , 65 
SAT,701,TO SALT LAKE CT,1,21,Arena Station,18405,2-Midday, 53 , 275 
SAT,701,TO SALT LAKE CT,1,21,Arena Station,18405,3-PM Peak, 46 , 345 
SAT,701,TO SALT LAKE CT,1,21,Arena Station,18405,4-Evening, 41 , 114 
SAT,701,TO SALT LAKE CT,1,22,Planetarium Station,21800,1-AM Peak, 8 , 58 
SAT,701,TO SALT LAKE CT,1,22,Planetarium Station,21800,2-Midday, 44 , 280 
SAT,701,TO SALT LAKE CT,1,22,Planetarium Station,21800,3-PM Peak, 30 , 174 
SAT,701,TO SALT LAKE CT,1,22,Planetarium Station,21800,4-Evening, 20 , 92 
SAT,701,TO SALT LAKE CT,1,23,Old GreekTown Station,21763,1-AM Peak, 20 , 54 
SAT,701,TO SALT LAKE CT,1,23,Old GreekTown Station,21763,2-Midday, 26 , 125 
SAT,701,TO SALT LAKE CT,1,23,Old GreekTown Station,21763,3-PM Peak, 15 , 85 
SAT,701,TO SALT LAKE CT,1,23,Old GreekTown Station,21763,4-Evening, 9 , 56 
SAT,701,TO SALT LAKE CT,1,24,Salt Lake Central Station,21761,1-AM Peak, 0 , 70 
SAT,701,TO SALT LAKE CT,1,24,Salt Lake Central Station,21761,2-Midday, -   , 265 
SAT,701,TO SALT LAKE CT,1,24,Salt Lake Central Station,21761,3-PM Peak, 0 , 227 
SAT,701,TO SALT LAKE CT,1,24,Salt Lake Central Station,21761,4-Evening, 0 , 205 
SAT,703,TO DAYBREAK    ,0,1,University Medical Center,19171,1-AM Peak, 74 , 2 
SAT,703,TO DAYBREAK    ,0,1,University Medical Center,19171,2-Midday, 230 , 7 
SAT,703,TO DAYBREAK    ,0,1,University Medical Center,19171,3-PM Peak, 211 , 5 
SAT,703,TO DAYBREAK    ,0,1,University Medical Center,19171,4-Evening, 119 , 2 
SAT,703,TO DAYBREAK    ,0,2,Fort Douglas Station,19169,1-AM Peak, 48 , 1 
SAT,703,TO DAYBREAK    ,0,2,Fort Douglas Station,19169,2-Midday, 323 , 6 
SAT,703,TO DAYBREAK    ,0,2,Fort Douglas Station,19169,3-PM Peak, 232 , 4 
SAT,703,TO DAYBREAK    ,0,2,Fort Douglas Station,19169,4-Evening, 129 , 2 
SAT,703,TO DAYBREAK    ,0,3,University South Campus Station,19167,1-AM Peak, 16 , 1 
SAT,703,TO DAYBREAK    ,0,3,University South Campus Station,19167,2-Midday, 121 , 26 
SAT,703,TO DAYBREAK    ,0,3,University South Campus Station,19167,3-PM Peak, 93 , 28 
SAT,703,TO DAYBREAK    ,0,3,University South Campus Station,19167,4-Evening, 69 , 11 
SAT,703,TO DAYBREAK    ,0,4,Stadium Station,18384,1-AM Peak, 28 , 27 
SAT,703,TO DAYBREAK    ,0,4,Stadium Station,18384,2-Midday, 365 , 258 
SAT,703,TO DAYBREAK    ,0,4,Stadium Station,18384,3-PM Peak, 439 , 239 
SAT,703,TO DAYBREAK    ,0,4,Stadium Station,18384,4-Evening, 682 , 153 
SAT,703,TO DAYBREAK    ,0,5,900 East Station,18381,1-AM Peak, 47 , 8 
SAT,703,TO DAYBREAK    ,0,5,900 East Station,18381,2-Midday, 171 , 82 
SAT,703,TO DAYBREAK    ,0,5,900 East Station,18381,3-PM Peak, 81 , 86 
SAT,703,TO DAYBREAK    ,0,5,900 East Station,18381,4-Evening, 58 , 123 
SAT,703,TO DAYBREAK    ,0,6,Trolley Station,18379,1-AM Peak, 54 , 20 
SAT,703,TO DAYBREAK    ,0,6,Trolley Station,18379,2-Midday, 249 , 189 
SAT,703,TO DAYBREAK    ,0,6,Trolley Station,18379,3-PM Peak, 158 , 166 
SAT,703,TO DAYBREAK    ,0,6,Trolley Station,18379,4-Evening, 100 , 188 
SAT,703,TO DAYBREAK    ,0,7,Library Station,18377,1-AM Peak, 35 , 22 
SAT,703,TO DAYBREAK    ,0,7,Library Station,18377,2-Midday, 216 , 139 
SAT,703,TO DAYBREAK    ,0,7,Library Station,18377,3-PM Peak, 174 , 81 
SAT,703,TO DAYBREAK    ,0,7,Library Station,18377,4-Evening, 65 , 71 
SAT,703,TO DAYBREAK    ,0,8,Courthouse Station,18410,1-AM Peak, 26 , 101 
SAT,703,TO DAYBREAK    ,0,8,Courthouse Station,18410,2-Midday, 127 , 437 
SAT,703,TO DAYBREAK    ,0,8,Courthouse Station,18410,3-PM Peak, 132 , 335 
SAT,703,TO DAYBREAK    ,0,8,Courthouse Station,18410,4-Evening, 112 , 251 
SAT,703,TO DAYBREAK    ,0,9,900 South Station,20973,1-AM Peak, 25 , 8 
SAT,703,TO DAYBREAK    ,0,9,900 South Station,20973,2-Midday, 57 , 56 
SAT,703,TO DAYBREAK    ,0,9,900 South Station,20973,3-PM Peak, 34 , 41 
SAT,703,TO DAYBREAK    ,0,9,900 South Station,20973,4-Evening, 31 , 28 
SAT,703,TO DAYBREAK    ,0,10,Ballpark Station,18412,1-AM Peak, 22 , 15 
SAT,703,TO DAYBREAK    ,0,10,Ballpark Station,18412,2-Midday, 88 , 99 
SAT,703,TO DAYBREAK    ,0,10,Ballpark Station,18412,3-PM Peak, 49 , 65 
SAT,703,TO DAYBREAK    ,0,10,Ballpark Station,18412,4-Evening, 30 , 54 
SAT,703,TO DAYBREAK    ,0,11,Central Pointe Station,18414,1-AM Peak, 63 , 32 
SAT,703,TO DAYBREAK    ,0,11,Central Pointe Station,18414,2-Midday, 197 , 105 
SAT,703,TO DAYBREAK    ,0,11,Central Pointe Station,18414,3-PM Peak, 133 , 60 
SAT,703,TO DAYBREAK    ,0,11,Central Pointe Station,18414,4-Evening, 88 , 53 
SAT,703,TO DAYBREAK    ,0,12,Millcreek Station,18388,1-AM Peak, 28 , 34 
SAT,703,TO DAYBREAK    ,0,12,Millcreek Station,18388,2-Midday, 65 , 118 
SAT,703,TO DAYBREAK    ,0,12,Millcreek Station,18388,3-PM Peak, 35 , 79 
SAT,703,TO DAYBREAK    ,0,12,Millcreek Station,18388,4-Evening, 24 , 55 
SAT,703,TO DAYBREAK    ,0,13,Meadowbrook Station,18390,1-AM Peak, 18 , 21 
SAT,703,TO DAYBREAK    ,0,13,Meadowbrook Station,18390,2-Midday, 42 , 89 
SAT,703,TO DAYBREAK    ,0,13,Meadowbrook Station,18390,3-PM Peak, 23 , 68 
SAT,703,TO DAYBREAK    ,0,13,Meadowbrook Station,18390,4-Evening, 17 , 50 
SAT,703,TO DAYBREAK    ,0,14,Murray North Station,18392,1-AM Peak, 21 , 17 
SAT,703,TO DAYBREAK    ,0,14,Murray North Station,18392,2-Midday, 40 , 77 
SAT,703,TO DAYBREAK    ,0,14,Murray North Station,18392,3-PM Peak, 22 , 48 
SAT,703,TO DAYBREAK    ,0,14,Murray North Station,18392,4-Evening, 13 , 44 
SAT,703,TO DAYBREAK    ,0,15,Murray Central Station,18394,1-AM Peak, 35 , 73 
SAT,703,TO DAYBREAK    ,0,15,Murray Central Station,18394,2-Midday, 103 , 208 
SAT,703,TO DAYBREAK    ,0,15,Murray Central Station,18394,3-PM Peak, 62 , 150 
SAT,703,TO DAYBREAK    ,0,15,Murray Central Station,18394,4-Evening, 50 , 136 
SAT,703,TO DAYBREAK    ,0,16,Fashion Place West Station,18396,1-AM Peak, 19 , 45 
SAT,703,TO DAYBREAK    ,0,16,Fashion Place West Station,18396,2-Midday, 71 , 141 
SAT,703,TO DAYBREAK    ,0,16,Fashion Place West Station,18396,3-PM Peak, 66 , 95 
SAT,703,TO DAYBREAK    ,0,16,Fashion Place West Station,18396,4-Evening, 48 , 69 
SAT,703,TO DAYBREAK    ,0,17,Midvale Rail Service Center,24144,1-AM Peak, -   , -   
SAT,703,TO DAYBREAK    ,0,17,Midvale Rail Service Center,24144,2-Midday, -   , -   
SAT,703,TO DAYBREAK    ,0,17,Midvale Rail Service Center,24144,3-PM Peak, -   , 2 
SAT,703,TO DAYBREAK    ,0,17,Midvale Rail Service Center,24144,4-Evening, -   , -   
SAT,703,TO DAYBREAK    ,0,18,Bingham Junction Station,22636,1-AM Peak, 4 , 21 
SAT,703,TO DAYBREAK    ,0,18,Bingham Junction Station,22636,2-Midday, 12 , 50 
SAT,703,TO DAYBREAK    ,0,18,Bingham Junction Station,22636,3-PM Peak, 6 , 41 
SAT,703,TO DAYBREAK    ,0,18,Bingham Junction Station,22636,4-Evening, 3 , 33 
SAT,703,TO DAYBREAK    ,0,19,Historic Gardner Station,22634,1-AM Peak, 2 , 7 
SAT,703,TO DAYBREAK    ,0,19,Historic Gardner Station,22634,2-Midday, 16 , 42 
SAT,703,TO DAYBREAK    ,0,19,Historic Gardner Station,22634,3-PM Peak, 10 , 29 
SAT,703,TO DAYBREAK    ,0,19,Historic Gardner Station,22634,4-Evening, 19 , 24 
SAT,703,TO DAYBREAK    ,0,20,West Jordan City Center Station,22632,1-AM Peak, 6 , 22 
SAT,703,TO DAYBREAK    ,0,20,West Jordan City Center Station,22632,2-Midday, 19 , 70 
SAT,703,TO DAYBREAK    ,0,20,West Jordan City Center Station,22632,3-PM Peak, 11 , 51 
SAT,703,TO DAYBREAK    ,0,20,West Jordan City Center Station,22632,4-Evening, 5 , 46 
SAT,703,TO DAYBREAK    ,0,21,2700 W. Sugar Factory Rd Station,22630,1-AM Peak, 0 , 5 
SAT,703,TO DAYBREAK    ,0,21,2700 W. Sugar Factory Rd Station,22630,2-Midday, 4 , 33 
SAT,703,TO DAYBREAK    ,0,21,2700 W. Sugar Factory Rd Station,22630,3-PM Peak, 1 , 32 
SAT,703,TO DAYBREAK    ,0,21,2700 W. Sugar Factory Rd Station,22630,4-Evening, 1 , 35 
SAT,703,TO DAYBREAK    ,0,22,Jordan Valley Station,22628,1-AM Peak, 1 , 15 
SAT,703,TO DAYBREAK    ,0,22,Jordan Valley Station,22628,2-Midday, 3 , 47 
SAT,703,TO DAYBREAK    ,0,22,Jordan Valley Station,22628,3-PM Peak, 2 , 41 
SAT,703,TO DAYBREAK    ,0,22,Jordan Valley Station,22628,4-Evening, 2 , 34 
SAT,703,TO DAYBREAK    ,0,23,4800 W. Old Bingham Hwy Station,22626,1-AM Peak, 1 , 12 
SAT,703,TO DAYBREAK    ,0,23,4800 W. Old Bingham Hwy Station,22626,2-Midday, 2 , 59 
SAT,703,TO DAYBREAK    ,0,23,4800 W. Old Bingham Hwy Station,22626,3-PM Peak, 2 , 71 
SAT,703,TO DAYBREAK    ,0,23,4800 W. Old Bingham Hwy Station,22626,4-Evening, 1 , 68 
SAT,703,TO DAYBREAK    ,0,24,5600 W.Old Bingham Hwy Station,22624,1-AM Peak, 0 , 4 
SAT,703,TO DAYBREAK    ,0,24,5600 W.Old Bingham Hwy Station,22624,2-Midday, 0 , 15 
