TripCategory,HBWtrip,HBWabs,HBWrel,HBCtrip,HBCabs,HBCrel,HBOtrip,HBOabs,HBOrel,NHBtrip,NHBabs,NHBrel,HBSchtrip,HBSchabs,HBSchrel,TOTtrip,TOTabs,TOTrel,
                        Drop Off,-,-,-,-,-,-,-,-,-,-,-,-,     96884,  14.96,  25.75,     96884,   1.01,  25.75,
                    K-6,-,-,-,-,-,-,-,-,-,-,-,-,    193868,  29.94,  51.52,    193868,   2.03,  51.52,
                        School Bus,-,-,-,-,-,-,-,-,-,-,-,-,    140716,  21.73,  72.58,    140716,   1.47,  72.58,
                        Drive Self,-,-,-,-,-,-,-,-,-,-,-,-,         0,      0,      0,         0,      0,      0,
                        Drop Off,-,-,-,-,-,-,-,-,-,-,-,-,     53152,   8.21,  27.42,     53152,   0.56,  27.42,
                    7-12,-,-,-,-,-,-,-,-,-,-,-,-,    182452,  28.18,  48.48,    182452,   1.91,  48.48,
                        School Bus,-,-,-,-,-,-,-,-,-,-,-,-,    119621,  18.48,  65.56,    119621,   1.25,  65.56,
                        Drive Self,-,-,-,-,-,-,-,-,-,-,-,-,     19099,   2.95,  10.47,     19099,   0.20,  10.47,
                        Drop Off,-,-,-,-,-,-,-,-,-,-,-,-,     43732,   6.75,  23.97,     43732,   0.46,  23.97
        3) Transit,     47193,   2.63,   2.76,     19078,  14.96,  18.10,     31919,   0.70,   0.79,     11569,   0.48,   0.51,-,-,-,    109759,   1.15,   1.29
            4) Local Bus,     16090,   0.90,  34.09,      5384,   4.22,  28.22,     13676,   0.30,  42.85,      3336,   0.14,  28.84,-,-,-,     38487,   0.40,  35.06,
                    LCL Walk,     15074,   0.84,  93.69,      3803,   2.98,  70.63,     13009,   0.29,  95.12,      3121,   0.13,  93.55,-,-,-,     35008,   0.37,  90.96,
                    LCL Drive,      1015,   0.06,   6.31,      1582,   1.24,  29.37,       667,   0.01,   4.88,       215,   0.01,   6.45,-,-,-,      3479,   0.04,   9.04
            4) BRT,       130,   0.01,   0.28,        26,   0.02,   0.14,       206,   0.00,   0.65,        46,   0.00,   0.40,-,-,-,       409,   0.00,   0.37,
                    BRT Walk,       112,   0.01,  85.95,        15,   0.01,  56.59,       183,   0.00,  88.78,        41,   0.00,  88.12,-,-,-,       350,   0.00,  85.74,
                    BRT Drive,        18,   0.00,  14.05,        11,   0.01,  43.41,        23,   0.00,  11.22,         5,   0.00,  11.88,-,-,-,        58,   0.00,  14.26
            4) MODE9,      1537,   0.09,   3.26,      4512,   3.54,  23.65,      2065,   0.05,   6.47,       918,   0.04,   7.93,-,-,-,      9032,   0.09,   8.23,
                    MODE9 Walk,      1502,   0.08,  97.74,      4425,   3.47,  98.07,      2031,   0.04,  98.36,       911,   0.04,  99.24,-,-,-,      8870,   0.09,  98.20,
                    MODE9 Drive,        35,   0.00,   2.26,        87,   0.07,   1.93,        34,   0.00,   1.64,         7,   0.00,   0.76,-,-,-,       162,   0.00,   1.80
            4) Express Bus,       614,   0.03,   1.30,        45,   0.04,   0.23,        22,   0.00,   0.07,         7,   0.00,   0.06,-,-,-,       688,   0.01,   0.63,
                    EXP Walk,        83,   0.00,  13.48,        27,   0.02,  61.04,        19,   0.00,  87.04,         5,   0.00,  76.63,-,-,-,       134,   0.00,  19.54,
                    EXP Drive,       532,   0.03,  86.52,        17,   0.01,  38.96,         3,   0.00,  12.96,         2,   0.00,  23.37,-,-,-,       553,   0.01,  80.46
            4) Light Rail,     18750,   1.04,  39.73,      5574,   4.37,  29.22,     13275,   0.29,  41.59,      6195,   0.26,  53.55,-,-,-,     43795,   0.46,  39.90,
                    LRT Walk,     13209,   0.74,  70.45,      3310,   2.60,  59.39,     11904,   0.26,  89.67,      5839,   0.24,  94.24,-,-,-,     34262,   0.36,  78.23,
                    LRT Drive,      5542,   0.31,  29.55,      2264,   1.78,  40.61,      1371,   0.03,  10.33,       357,   0.01,   5.76,-,-,-,      9533,   0.10,  21.77
            4) Comm. Rail,     10042,   0.56,  21.28,      3536,   2.77,  18.54,      2641,   0.06,   8.27,      1045,   0.04,   9.03,-,-,-,     17264,   0.18,  15.73,
                    CRT Walk,      2825,   0.16,  28.13,       678,   0.53,  19.19,      1301,   0.03,  49.26,       640,   0.03,  61.23,-,-,-,      5444,   0.06,  31.53,
                    CRT Drive,      7217,   0.40,  71.87,      2858,   2.24,  80.81,      1340,   0.03,  50.74,       405,   0.02,  38.77,-,-,-,     11820,   0.12,  68.47,
  
   Run ID (RID card): v832_SE19_Net19,
   Socio-Economic year modeled:         2019,
   Network infrastructure year modeled: 2019,
   Period the results apply to:  Daily (Peak and Off-Peak combined) Period,
   Shares\v832_SE19_Net19_RegionShares_Daily.csv,
   For this run Mode Choice was run in its regular form (i.e. not bypassed with approximation).,
   NOTE:  Indentations correspond with each level in the nested Logit choice model.
