TripCategory,HBWtrip,HBWabs,HBWrel,HBCtrip,HBCabs,HBCrel,HBOtrip,HBOabs,HBOrel,NHBtrip,NHBabs,NHBrel,HBSchtrip,HBSchabs,HBSchrel,TOTtrip,TOTabs,TOTrel,
                    HOV use,     29180,   2.56,  37.37,      1551,   1.22,  21.48,     31671,   2.14,   6.00,     26035,   3.52,  11.48,-,-,-,     88437,   2.26,  10.53,
                    Toll use,         0,      0,      0,         0,      0,      0,         0,      0,      0,         0,      0,      0,-,-,-,         0,      0,      0
            4) School Trips,-,-,-,-,-,-,-,-,-,-,-,-,    252089,  58.03,  58.03,    252089,   6.43,  58.03,
                        School Bus,-,-,-,-,-,-,-,-,-,-,-,-,    174383,  40.14,  69.18,    174383,   4.45,  69.18,
                        Drive Self,-,-,-,-,-,-,-,-,-,-,-,-,     12731,   2.93,   5.05,     12731,   0.32,   5.05,
                        Drop Off,-,-,-,-,-,-,-,-,-,-,-,-,     64975,  14.96,  25.77,     64975,   1.66,  25.77,
                    K-6,-,-,-,-,-,-,-,-,-,-,-,-,    130493,  30.04,  51.76,    130493,   3.33,  51.76,
                        School Bus,-,-,-,-,-,-,-,-,-,-,-,-,     94847,  21.83,  72.68,     94847,   2.42,  72.68,
                        Drive Self,-,-,-,-,-,-,-,-,-,-,-,-,         0,      0,      0,         0,      0,      0,
                        Drop Off,-,-,-,-,-,-,-,-,-,-,-,-,     35646,   8.21,  27.32,     35646,   0.91,  27.32,
                    7-12,-,-,-,-,-,-,-,-,-,-,-,-,    121595,  27.99,  48.24,    121595,   3.10,  48.24,
                        School Bus,-,-,-,-,-,-,-,-,-,-,-,-,     79536,  18.31,  65.41,     79536,   2.03,  65.41,
                        Drive Self,-,-,-,-,-,-,-,-,-,-,-,-,     12731,   2.93,  10.47,     12731,   0.32,  10.47,
                        Drop Off,-,-,-,-,-,-,-,-,-,-,-,-,     29329,   6.75,  24.12,     29329,   0.75,  24.12
        3) Transit,     40346,   3.53,   3.69,     23899,  18.74,  22.82,     14982,   1.01,   1.13,      5913,   0.80,   0.83,-,-,-,     85141,   2.17,   2.44
            4) Local Bus,     10108,   0.89,  25.05,      7136,   5.60,  29.86,      4907,   0.33,  32.75,      1438,   0.19,  24.31,-,-,-,     23589,   0.60,  27.71,
                    LCL Walk,      9679,   0.85,  95.75,      6297,   4.94,  88.24,      4841,   0.33,  98.66,      1388,   0.19,  96.53,-,-,-,     22205,   0.57,  94.13,
                    LCL Drive,       429,   0.04,   4.25,       839,   0.66,  11.76,        66,   0.00,   1.34,        50,   0.01,   3.47,-,-,-,      1384,   0.04,   5.87
            4) BRT,       114,   0.01,   0.28,        32,   0.03,   0.13,        79,   0.01,   0.52,        20,   0.00,   0.34,-,-,-,       245,   0.01,   0.29,
                    BRT Walk,       106,   0.01,  92.75,        25,   0.02,  79.20,        75,   0.01,  95.95,        18,   0.00,  90.41,-,-,-,       225,   0.01,  91.81,
                    BRT Drive,         8,   0.00,   7.25,         7,   0.01,  20.80,         3,   0.00,   4.05,         2,   0.00,   9.59,-,-,-,        20,   0.00,   8.19
            4) MODE9,      1293,   0.11,   3.20,      6425,   5.04,  26.89,      1224,   0.08,   8.17,       507,   0.07,   8.58,-,-,-,      9449,   0.24,  11.10,
                    MODE9 Walk,      1279,   0.11,  98.91,      6371,   5.00,  99.16,      1216,   0.08,  99.38,       503,   0.07,  99.20,-,-,-,      9370,   0.24,  99.16,
                    MODE9 Drive,        14,   0.00,   1.09,        54,   0.04,   0.84,         8,   0.00,   0.62,         4,   0.00,   0.80,-,-,-,        79,   0.00,   0.84
            4) Express Bus,      2049,   0.18,   5.08,       153,   0.12,   0.64,       126,   0.01,   0.84,        19,   0.00,   0.33,-,-,-,      2347,   0.06,   2.76,
                    EXP Walk,      1618,   0.14,  78.96,        79,   0.06,  51.71,       124,   0.01,  98.93,        19,   0.00,  97.60,-,-,-,      1840,   0.05,  78.41,
                    EXP Drive,       431,   0.04,  21.04,        74,   0.06,  48.29,         1,   0.00,   1.07,         0,   0.00,   2.40,-,-,-,       507,   0.01,  21.59
            4) Light Rail,     14482,   1.27,  35.90,      6316,   4.95,  26.43,      7156,   0.48,  47.76,      3354,   0.45,  56.73,-,-,-,     31308,   0.80,  36.77,
                    LRT Walk,     12130,   1.06,  83.76,      4805,   3.77,  76.08,      6633,   0.45,  92.69,      3038,   0.41,  90.57,-,-,-,     26607,   0.68,  84.98,
                    LRT Drive,      2352,   0.21,  16.24,      1511,   1.18,  23.92,       523,   0.04,   7.31,       316,   0.04,   9.43,-,-,-,      4702,   0.12,  15.02
            4) Comm. Rail,     12283,   1.08,  30.44,      3836,   3.01,  16.05,      1479,   0.10,   9.87,       564,   0.08,   9.53,-,-,-,     18161,   0.46,  21.33,
                    CRT Walk,      7319,   0.64,  59.58,      2096,   1.64,  54.63,       841,   0.06,  56.88,       273,   0.04,  48.37,-,-,-,     10528,   0.27,  57.97,
                    CRT Drive,      4964,   0.43,  40.42,      1741,   1.37,  45.37,       637,   0.04,  43.12,       291,   0.04,  51.63,-,-,-,      7633,   0.19,  42.03,
  
   Run ID (RID card): v831_SE19_Net19,
   Socio-Economic year modeled:         2019,
   Network infrastructure year modeled: 2019,
   Period the results apply to:  Peak Period,
   Shares\v831_SE19_Net19_RegionShares_Pk.csv,
   For this run Mode Choice was run in its regular form (i.e. not bypassed with approximation).,
   NOTE:  Indentations correspond with each level in the nested Logit choice model.
