TripCategory,HBWtrip,HBWabs,HBWrel,HBCtrip,HBCabs,HBCrel,HBOtrip,HBOabs,HBOrel,NHBtrip,NHBabs,NHBrel,HBSchtrip,HBSchabs,HBSchrel,TOTtrip,TOTabs,TOTrel,
                        Drop Off,-,-,-,-,-,-,-,-,-,-,-,-,     43617,   6.75,  24.16,     43617,   0.46,  24.16
        3) Transit,     57744,   3.21,   3.37,     23899,  18.74,  22.82,     38802,   0.85,   0.96,     16445,   0.68,   0.72,-,-,-,    136890,   1.43,   1.61
            4) Local Bus,     16159,   0.90,  27.98,      7136,   5.60,  29.86,     14218,   0.31,  36.64,      4127,   0.17,  25.10,-,-,-,     41641,   0.44,  30.42,
                    LCL Walk,     15595,   0.87,  96.51,      6297,   4.94,  88.24,     14092,   0.31,  99.12,      4002,   0.17,  96.95,-,-,-,     39987,   0.42,  96.03,
                    LCL Drive,       564,   0.03,   3.49,       839,   0.66,  11.76,       125,   0.00,   0.88,       126,   0.01,   3.05,-,-,-,      1654,   0.02,   3.97
            4) BRT,       176,   0.01,   0.31,        32,   0.03,   0.13,       214,   0.00,   0.55,        58,   0.00,   0.35,-,-,-,       480,   0.01,   0.35,
                    BRT Walk,       166,   0.01,  93.94,        25,   0.02,  79.20,       208,   0.00,  97.12,        53,   0.00,  92.04,-,-,-,       452,   0.00,  94.14,
                    BRT Drive,        11,   0.00,   6.06,         7,   0.01,  20.80,         6,   0.00,   2.88,         5,   0.00,   7.96,-,-,-,        28,   0.00,   5.86
            4) MODE9,      1881,   0.10,   3.26,      6425,   5.04,  26.89,      2827,   0.06,   7.29,      1235,   0.05,   7.51,-,-,-,     12368,   0.13,   9.04,
                    MODE9 Walk,      1864,   0.10,  99.08,      6371,   5.00,  99.16,      2813,   0.06,  99.51,      1227,   0.05,  99.38,-,-,-,     12275,   0.13,  99.25,
                    MODE9 Drive,        17,   0.00,   0.92,        54,   0.04,   0.84,        14,   0.00,   0.49,         8,   0.00,   0.62,-,-,-,        93,   0.00,   0.75
            4) Express Bus,      2060,   0.11,   3.57,       153,   0.12,   0.64,       130,   0.00,   0.34,        21,   0.00,   0.13,-,-,-,      2363,   0.02,   1.73,
                    EXP Walk,      1629,   0.09,  79.06,        79,   0.06,  51.71,       129,   0.00,  98.97,        20,   0.00,  97.45,-,-,-,      1857,   0.02,  78.56,
                    EXP Drive,       431,   0.02,  20.94,        74,   0.06,  48.29,         1,   0.00,   1.03,         1,   0.00,   2.55,-,-,-,       507,   0.01,  21.44
            4) Light Rail,     21659,   1.21,  37.51,      6316,   4.95,  26.43,     18350,   0.40,  47.29,      9743,   0.40,  59.25,-,-,-,     56068,   0.59,  40.96,
                    LRT Walk,     18741,   1.04,  86.53,      4805,   3.77,  76.08,     17376,   0.38,  94.69,      9153,   0.38,  93.94,-,-,-,     50075,   0.52,  89.31,
                    LRT Drive,      2918,   0.16,  13.47,      1511,   1.18,  23.92,       974,   0.02,   5.31,       591,   0.02,   6.06,-,-,-,      5994,   0.06,  10.69
            4) Comm. Rail,     15779,   0.88,  27.33,      3836,   3.01,  16.05,      3036,   0.07,   7.83,      1241,   0.05,   7.55,-,-,-,     23893,   0.25,  17.45,
                    CRT Walk,     10029,   0.56,  63.56,      2096,   1.64,  54.63,      2047,   0.04,  67.41,       691,   0.03,  55.69,-,-,-,     14863,   0.16,  62.20,
                    CRT Drive,      5751,   0.32,  36.44,      1741,   1.37,  45.37,       990,   0.02,  32.59,       550,   0.02,  44.31,-,-,-,      9031,   0.09,  37.80,
  
   Run ID (RID card): v831_SE19_Net19,
   Socio-Economic year modeled:         2019,
   Network infrastructure year modeled: 2019,
   Period the results apply to:  Daily (Peak and Off-Peak combined) Period,
   Shares\v831_SE19_Net19_RegionShares_Daily.csv,
   For this run Mode Choice was run in its regular form (i.e. not bypassed with approximation).,
   NOTE:  Indentations correspond with each level in the nested Logit choice model.
