TripCategory,HBWtrip,HBWabs,HBWrel,HBCtrip,HBCabs,HBCrel,HBOtrip,HBOabs,HBOrel,NHBtrip,NHBabs,NHBrel,HBSchtrip,HBSchabs,HBSchrel,TOTtrip,TOTabs,TOTrel,
            4) Auto 3+pers,     26347,   4.02,   4.37,         0,      0,      0,   1062924,  34.42,  39.42,    495523,  29.41,  31.81,-,-,-,   1584793,  28.10,  31.83,
                    GP use,     19838,   3.03,  75.30,         0,      0,      0,   1009871,  32.70,  95.01,    448727,  26.63,  90.56,-,-,-,   1478436,  26.22,  93.29,
                    HOV use,      6515,   0.99,  24.73,         0,      0,      0,     53058,   1.72,   4.99,     46797,   2.78,   9.44,-,-,-,    106369,   1.89,   6.71,
                    Toll use,         0,      0,      0,         0,      0,      0,         0,      0,      0,         0,      0,      0,-,-,-,         0,      0,      0
            4) School Trips,-,-,-,-,-,-,-,-,-,-,-,-,    122333,  57.94,  57.94,    122333,   2.17,  57.94,
                        School Bus,-,-,-,-,-,-,-,-,-,-,-,-,     84823,  40.17,  69.34,     84823,   1.50,  69.34,
                        Drive Self,-,-,-,-,-,-,-,-,-,-,-,-,      6122,   2.90,   5.00,      6122,   0.11,   5.00,
                        Drop Off,-,-,-,-,-,-,-,-,-,-,-,-,     31388,  14.87,  25.66,     31388,   0.56,  25.66,
                    K-6,-,-,-,-,-,-,-,-,-,-,-,-,     63382,  30.02,  51.81,     63382,   1.12,  51.81,
                        School Bus,-,-,-,-,-,-,-,-,-,-,-,-,     46146,  21.86,  72.81,     46146,   0.82,  72.81,
                        Drive Self,-,-,-,-,-,-,-,-,-,-,-,-,         0,      0,      0,         0,      0,      0,
                        Drop Off,-,-,-,-,-,-,-,-,-,-,-,-,     17236,   8.16,  27.19,     17236,   0.31,  27.19,
                    7-12,-,-,-,-,-,-,-,-,-,-,-,-,     58951,  27.92,  48.19,     58951,   1.05,  48.19,
                        School Bus,-,-,-,-,-,-,-,-,-,-,-,-,     38678,  18.32,  65.61,     38678,   0.69,  65.61,
                        Drive Self,-,-,-,-,-,-,-,-,-,-,-,-,      6122,   2.90,  10.38,      6122,   0.11,  10.38,
                        Drop Off,-,-,-,-,-,-,-,-,-,-,-,-,     14152,   6.70,  24.01,     14152,   0.25,  24.01
        3) Transit,     17398,   2.66,   2.81,         0,      0,      0,     23819,   0.77,   0.88,     10532,   0.63,   0.67,-,-,-,     51749,   0.92,   1.03
            4) Local Bus,      6051,   0.92,  34.78,         0,      0,      0,      9311,   0.30,  39.09,      2690,   0.16,  25.54,-,-,-,     18052,   0.32,  34.88,
                    LCL Walk,      5917,   0.90,  97.77,         0,      0,   0.00,      9251,   0.30,  99.36,      2614,   0.16,  97.17,-,-,-,     17782,   0.32,  98.50,
                    LCL Drive,       135,   0.02,   2.23,         0,      0,   0.00,        59,   0.00,   0.64,        76,   0.00,   2.83,-,-,-,       270,   0.00,   1.50
            4) BRT,        62,   0.01,   0.36,         0,      0,      0,       135,   0.00,   0.57,        38,   0.00,   0.36,-,-,-,       235,   0.00,   0.45,
                    BRT Walk,        60,   0.01,  96.13,         0,      0,   0.00,       132,   0.00,  97.80,        35,   0.00,  92.91,-,-,-,       227,   0.00,  96.58,
                    BRT Drive,         2,   0.00,   3.87,         0,      0,   0.00,         3,   0.00,   2.20,         3,   0.00,   7.09,-,-,-,         8,   0.00,   3.42
            4) MODE9,       588,   0.09,   3.38,         0,      0,      0,      1603,   0.05,   6.73,       727,   0.04,   6.91,-,-,-,      2919,   0.05,   5.64,
                    MODE9 Walk,       585,   0.09,  99.44,         0,      0,   0.00,      1597,   0.05,  99.61,       724,   0.04,  99.51,-,-,-,      2906,   0.05,  99.55,
                    MODE9 Drive,         3,   0.00,   0.56,         0,      0,   0.00,         6,   0.00,   0.39,         4,   0.00,   0.49,-,-,-,        13,   0.00,   0.45
            4) Express Bus,        11,   0.00,   0.06,         0,      0,      0,         5,   0.00,   0.02,         1,   0.00,   0.01,-,-,-,        17,   0.00,   0.03,
                    EXP Walk,        11,   0.00,  99.35,         0,      0,   0.00,         5,   0.00,  99.91,         1,   0.00,  95.27,-,-,-,        17,   0.00,  99.18,
                    EXP Drive,         0,   0.00,   0.65,         0,      0,   0.00,         0,   0.00,   0.09,         0,   0.00,   4.73,-,-,-,         0,   0.00,   0.82
            4) Light Rail,      7177,   1.10,  41.25,         0,      0,      0,     11195,   0.36,  47.00,      6389,   0.38,  60.66,-,-,-,     24760,   0.44,  47.85,
                    LRT Walk,      6610,   1.01,  92.11,         0,      0,   0.00,     10744,   0.35,  95.97,      6114,   0.36,  95.70,-,-,-,     23468,   0.42,  94.78,
                    LRT Drive,       566,   0.09,   7.89,         0,      0,   0.00,       451,   0.01,   4.03,       274,   0.02,   4.30,-,-,-,      1292,   0.02,   5.22
            4) Comm. Rail,      3496,   0.53,  20.10,         0,      0,      0,      1558,   0.05,   6.54,       677,   0.04,   6.43,-,-,-,      5732,   0.10,  11.08,
                    CRT Walk,      2710,   0.41,  77.51,         0,      0,   0.00,      1206,   0.04,  77.40,       418,   0.02,  61.77,-,-,-,      4334,   0.08,  75.62,
                    CRT Drive,       786,   0.12,  22.49,         0,      0,   0.00,       352,   0.01,  22.60,       259,   0.02,  38.23,-,-,-,      1397,   0.02,  24.38,
  
   Run ID (RID card): v831_SE19_Net19,
   Socio-Economic year modeled:         2019,
   Network infrastructure year modeled: 2019,
   Period the results apply to:  Off-Peak Period,
   Shares\v831_SE19_Net19_RegionShares_Ok.csv,
   For this run Mode Choice was run in its regular form (i.e. not bypassed with approximation).,
   NOTE:  Indentations correspond with each level in the nested Logit choice model.
